Name,Duration,Artist,Album,Gender/Type,Liked,Times played
Love Will Tear Us Apart,206,Joy Division,Total,Alternative,0,12
Rambling Man,196,Laura Marling,I Speak Because I Can,Pop,0,12
tonite,347,LCD Soundsystem,american dream,Electronic,0,12
Happens to the Heart,273,Leonard Cohen,Thanks for the Dance,Rock,2,12
All In,286,Lo Moon,Lo Moon,Alternative,0,12
Liability (Reprise),136,Lorde,Melodrama,Alternative,0,12
La Vie En Rose,201,Madeleine Peyroux,Dreamland,Rock,0,12
You Don't Have to Be a Star (To Be In My Show),278,Marilyn McCoo & Billy Davis Jr.,Pure... 70s Dance Party,Pop,0,12
Save the Children,243,Marvin Gaye,What's Going On,R&B/Soul,0,12
Sad Tomorrows (Mono Single Version),143,Marvin Gaye,What's Going On (Deluxe Edition / 50th Anniversary),R&B/Soul,0,12
God Is Love (Mono Single Version),171,Marvin Gaye,What's Going On (Deluxe Edition 50th Anniversary),R&B/Soul,0,12
Little Dark Age,300,MGMT,Little Dark Age,Alternative,0,12
Russian Romance,253,Michelle Gurevich,New Decadence,Singer/Songwriter,0,12
My Familiar Unfamiliar,218,Michelle Gurevich,New Decadence,Singer/Songwriter,0,12
Drugs Saved My Life,209,Michelle Gurevich,New Decadence,Singer/Songwriter,0,12
Middle Fingers,215,MISSIO,Loner,Alternative,0,12
Un Sfert De Secundă,275,The Mono Jacks,Ușor Distorsionat,Alternative,0,12
Ține-Mă,213,The Mono Jacks,Ușor Distorsionat,Alternative,0,12
Sweet Loving Man,221,Morris Albert,Feelings,Pop,0,12
I Should Live in Salt,248,The National,Trouble Will Find Me,Alternative,2,12
Slipped,265,The National,Trouble Will Find Me,Alternative,0,12
Devotion,195,NAVVI,Ultra,Electronic,0,12
The Border,290,Nicolas Godin,Concrete and Glass,Electronic,0,12
Autobiografie,119,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,12
Mai Lasa-ma,296,Nicu Alifantis & Zan,Nichita,Rock,0,12
Ploaie In Luna Lui Marte,411,Nicu Alifantis & Zan,Nichita,Rock,0,12
Doamna Verde,287,Nicu Alifantis & Zan,Nichita,Rock,0,12
saman,132,Ólafur Arnalds,re:member,Classical Crossover,0,12
A New Day,458,Peder B. Helland,Bright Future,New Age,0,12
Red Winged Angel,273,Philippe Cohen Solal,The Moonshine Sessions,Country,0,12
Wish You Were Here,335,Pink Floyd,Wish You Were Here,Rock,0,12
Kolima,306,Psychedelic Sun's,Hide from the Sun,Alternative,0,12
Innuendo,389,Queen,The Platinum Collection,Rock,0,12
"The Show Must Go On (feat. Elton John) [Live From Theatre National de Chaillot, Paris / 1997]",275,Queen,The Platinum Collection,Rock,0,12
You Don't Fool Me,323,Queen,The Platinum Collection,Rock,0,12
Count To Five,209,Rhye,Blood,Electronic,0,12
Stay Safe,292,Rhye,Blood,Electronic,0,12
Softly,217,Rhye,Blood,Electronic,0,12
A Beautiful Mine,75,RJD2,Live At the Rave,Hip-Hop/Rap,0,12
Rich Folks Hoax,186,Rodriguez,Cold Fact,Rock,0,12
Heikki's Suburbia Bus Tour,203,Rodriguez,Coming from Reality,Rock,0,12
Fool To Cry (Remastered),306,The Rolling Stones,Black and Blue (Remastered),Rock,2,12
Midnight Rambler,413,The Rolling Stones,Let It Bleed (Remastered),Rock,0,12
Monkey Man,252,The Rolling Stones,Let It Bleed (Remastered),Rock,0,12
Undercover of the Night,273,The Rolling Stones,Undercover,Rock,0,12
The Box Tree,237,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,12
Fragments,218,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,12
Keeper,187,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,12
Broken Bottles Form a Star (Prelude),90,Snow Patrol,Fallen Empires,Alternative,0,12
The Trip,374,Still Corners,Strange Pleasures (Bonus Track Version),Alternative,2,12
Dream Baby Dream,385,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,12
Love -> Building On Fire,178,Talking Heads,The Best of Talking Heads,Rock,0,12
Ieri (Acoustic),119,Vița de Vie,Acustic,Alternative,0,12
Azi (Acoustic),199,Vița de Vie,Acustic,Alternative,0,12
Love's a Stranger,207,Warhaus,Warhaus,Alternative,0,12
Narrow Lane,166,The Wave Pictures,City Forgiveness,Alternative,0,12
Take It out on Me,231,White Lies,Friends (Deluxe Version),Alternative,0,12
Don't Want to Feel It All,259,White Lies,Friends (Deluxe Version),Alternative,0,12
Is My Love Enough?,355,White Lies,Friends (Deluxe Version),Alternative,0,12
Summer Didn't Change a Thing,243,White Lies,Friends (Deluxe Version),Alternative,0,12
I Can't Make My Mind Up,156,The Zombies,Begin Here,Rock,0,12
The Way I Feel Inside,109,The Zombies,Begin Here,Rock,0,12
Woods,258,3TM,Lake,Jazz,0,12
Tvöfaldur Víkingur,400,ADHD,ADHD 6,Jazz,0,11
Dolos,300,ADHD,Adhd 7,Contemporary Jazz,0,11
No Voodoo,181,Allah-Las,Allah-Las,Alternative,0,11
House of the Rising Sun,321,alt-J,RELAXER,Alternative,0,11
Hit Me Like That Snare,218,alt-J,RELAXER,Alternative,0,11
Eugene,222,Arlo Parks,Eugene - Single,R&B/Soul,0,11
Shake It Loose,186,"Astronauts, etc.",Mind Out Wandering,Alternative,0,11
"I Have a Love / One Hand, One Heart (feat. Johnny Mathis)",285,Barbra Streisand,Duets,Pop,0,11
Ding-Dong! The Witch Is Dead (feat. Harold Arlen),114,Barbra Streisand,Duets,Pop,0,11
Strawberry Fields Forever,248,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,11
"Hello, Goodbye",210,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,11
Let It Be,232,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,11
The Long and Winding Road,218,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,11
Soul On Fire,303,Beth Hart & Joe Bonamassa,Black Coffee,Blues,0,11
Look Around (Be a Man),307,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,11
"You and Me, Leroy",336,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,11
The Way I Do,243,Bishop Briggs,Bishop Briggs - EP,Alternative,0,11
Mind Eraser,195,The Black Keys,El Camino,Alternative,0,11
Subterranean Homesick Blues,138,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,11
Just Like a Woman,291,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,11
Rainy Day Women #12 & 35,275,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,11
Gotta Serve Somebody,325,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,2,11
Stay the Same (feat. Andreya Triana),285,Bonobo,Black Sands,Electronic,0,11
Man Made Lake,260,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,11
Vein,267,Cannibal Ox,The Cold Vein (Deluxe Edition),Hip-Hop/Rap,0,11
Skylark,249,Cassandra Wilson,New Moon Daughter,Jazz,0,11
Harvest Moon,315,Cassandra Wilson,New Moon Daughter,Jazz,2,11
32-20,323,Cassandra Wilson,New Moon Daughter,Jazz,0,11
We've Got to Try,216,The Chemical Brothers,No Geography,Electronic,0,11
Free Yourself,261,The Chemical Brothers,No Geography,Electronic,0,11
The Walk,210,The Cure,The Cure: Greatest Hits,Alternative,0,11
Close to Me,219,The Cure,The Cure: Greatest Hits,Alternative,0,11
Invisible,222,Curtis Mayfield,Live In Concert 1990,Blues,0,11
Tomorrow,202,Dave Alvin & Phil Alvin,Common Ground: Dave Alvin & Phil Alvin Play and Sing the Songs of Big Bill Broonzy,Rock,0,11
Once in My Life,309,The Decemberists,I'll Be Your Girl,Alternative,0,11
Happiness Runs,207,Donovan,The Essential Donovan,Rock,0,11
Riki Tiki Tavi (Single Version),176,Donovan,The Essential Donovan,Rock,2,11
Universal Soldier,132,Donovan,Fairytale (Deluxe Edition),Singer/Songwriter,0,11
Riders On the Storm,435,The Doors,The Very Best of The Doors,Rock,0,11
Roadhouse Blues,244,The Doors,The Very Best of The Doors,Rock,0,11
Pretty Maids All In a Row,239,Eagles,Hotel California,Rock,0,11
But Not For Me,214,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,11
That Certain Feeling,185,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,11
Soon,143,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,11
Isn't It a Pity,207,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,2,11
Don't Stop,191,Fleetwood Mac,Greatest Hits,Rock,0,11
Tusk,210,Fleetwood Mac,Greatest Hits,Rock,0,11
Head Games,220,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,11
That Was Yesterday,230,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,11
White Ferrari,249,Frank Ocean,Blonde,Pop,0,11
The Great Pretender,206,Freddie Mercury,The Platinum Collection,Pop,0,11
Central Park,164,General Elektriks,Cliquety Kliqk,Alternative,0,11
Storm Music,302,Gil Scott-Heron,Reflections,R&B/Soul,0,11
I'm a Tank,100,The Insects,Devs (Original Series Soundtrack),Soundtrack,0,11
Leif Erikson,240,Interpol,Turn On the Bright Lights,Alternative,0,11
Esseulés (feat. Dominique A),272,Izia,Citadelle,French Pop,0,11
I Know There's Gonna Be (Good Times) [feat. Young Thug & Popcaan],214,Jamie xx,I Know There's Gonna Be (Good Times) [Remixes] - EP,Electronic,0,11
Pulcherrima rosa,416,Jan Garbarek & Hilliard Ensemble,Officium,Classical,2,11
Locomotive Breath,266,Jethro Tull,Aqualung (Bonus Track Version),Rock,0,11
A Praise Chorus (feat. Davey Vonbohlen),244,Jimmy Eat World,Bleed American,Rock,0,11
Cautioners,321,Jimmy Eat World,Bleed American,Rock,0,11
The Man Comes Around,267,Johnny Cash,American IV: The Man Comes Around,Country,0,11
Smile,72,Jon Batiste,Hollywood Africans,Jazz,0,11
Isolation,174,Joy Division,Total,Alternative,0,11
Metal Gods,238,Judas Priest,British Steel (Bonus Track Version),Metal,0,11
So weit wie noch nie,371,Justus Köhncke,Was ist Musik,Pop,0,11
A Curious Observer,81,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,0,11
Exploration,335,The Karminsky Experience Inc.,The Power of Suggestion,Downtempo,2,11
Somebody Told Me,197,The Killers,Hot Fuss (Deluxe Edition),Alternative,0,11
The Captain of Her Heart,277,Kurt Maloo,Soul and Echo,Pop,0,11
I Speak Because I Can,239,Laura Marling,I Speak Because I Can,Pop,2,11
oh baby,350,LCD Soundsystem,american dream,Electronic,0,11
It's Torn,178,Leonard Cohen,Thanks for the Dance,Rock,2,11
Tropicana,129,Les Baxter,Easy Listening Legend,Vocal,0,11
Thorns,334,Lo Moon,Lo Moon,Alternative,0,11
My Money,289,Lo Moon,Lo Moon,Alternative,0,11
Camouflage,263,Lo Moon,Lo Moon,Alternative,0,11
Busload of Faith (Live Version),267,Lou Reed,The Sire Years: Complete Albums Box,Pop,2,11
Original Wrapper (Live Version),289,Lou Reed,The Sire Years: Complete Albums Box,Pop,0,11
God Is Love,102,Marvin Gaye,What's Going On,R&B/Soul,0,11
She Works Out Too Much,278,MGMT,Little Dark Age,Alternative,0,11
One Thing Left to Try,260,MGMT,Little Dark Age,Alternative,0,11
Hand It Over,254,MGMT,Little Dark Age,Alternative,0,11
Cold Little Heart,598,Michael Kiwanuka,Love & Hate,R&B/Soul,0,11
End of an Era,188,Michelle Gurevich,New Decadence,Singer/Songwriter,0,11
Everybody Gets High,212,MISSIO,Loner,Alternative,0,11
A Case for Shame (with Cold Specks),365,Moby,Innocents,Dance,0,11
I Hate You,214,The Monks,Black Monk Time,Rock,0,11
She's My Girl,177,Morris Albert,Feelings,Pop,0,11
Christine,165,Morris Albert,Feelings,Pop,0,11
Tutto l'amore che mi manca,431,Nada,Tutto l'amore che mi manca,Rock,0,11
Heavenfaced,263,The National,Trouble Will Find Me,Alternative,0,11
Ritual,234,NAVVI,Ultra,Electronic,0,11
Harvest Moon,303,Neil Young,Harvest Moon,Alternative,0,11
Private World,223,New York Dolls,New York Dolls,Punk,0,11
From Her to Eternity (2009 Remastered Version),335,Nick Cave & The Bad Seeds,Lovely Creatures - The Best of Nick Cave and the Bad Seeds (1984-2014) [Deluxe Edition],Rock,0,11
Intamplare Simpla,249,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,11
Cantec Scurt,165,Nicu Alifantis,Masina De Scris,Contemporary Folk,0,11
Luna In Camp,263,Nicu Alifantis & Zan,Nichita,Rock,0,11
Muzica,284,Nicu Alifantis & Zan,Nichita,Rock,0,11
Smells Like Teen Spirit,301,Nirvana,Nevermind,Rock,0,11
Polly,177,Nirvana,Nevermind,Rock,0,11
inconsist,272,Ólafur Arnalds,re:member,Classical Crossover,0,11
undir,391,Ólafur Arnalds,re:member,Classical Crossover,0,11
A Long Time Ago,411,Peder B. Helland,Bright Future,New Age,0,11
Bright Future,465,Peder B. Helland,Bright Future,New Age,0,11
Where Is My Mind?,235,Pixies,Surfer Rosa (Remastered),Alternative,0,11
Aurora Borealis,172,Psychedelic Sun's,Hide from the Sun,Alternative,0,11
Can You Hear Me Now,238,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul? (Audio Version),Hip-Hop/Rap,0,11
Fat Bottomed Girls,203,Queen,The Platinum Collection,Rock,0,11
Flash,169,Queen,The Platinum Collection,Rock,0,11
A Kind of Magic,262,Queen,The Platinum Collection,Rock,0,11
I Want To Break Free,259,Queen,The Platinum Collection,Rock,0,11
Too Much Love Will Kill You,259,Queen,The Platinum Collection,Rock,0,11
Another One Bites the Dust (feat. Wyclef Jean & Pras Michel) [Remix],261,Queen,The Platinum Collection,Rock,0,11
Electioneering,231,Radiohead,OK Computer,Alternative,0,11
Beat On the Brat,152,Ramones,Ramones,Punk,0,11
Please,215,Rhye,Blood,Electronic,0,11
Halfway Up the Stairs,148,Rodriguez,Coming from Reality,Rock,0,11
Harlem Shuffle,206,The Rolling Stones,Dirty Work,Rock,0,11
Respectable (Remastered),187,The Rolling Stones,Some Girls (Remastered),Rock,0,11
Wild Horses,344,The Rolling Stones,Sticky Fingers (Deluxe Edition),Rock,0,11
And Everything Within Reach,224,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,11
He Walked by Night,227,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,11
Speak Softly Now,185,Skúli Sverrisson & Óskar Guðjónsson,The Box Tree,Smooth Jazz,0,11
Catch the Breeze,262,Slowdive,Just for a Day,Alternative,0,11
"You Just Haven't Earned It Yet, Baby",215,The Smiths,The Sound of The Smiths,Alternative,0,11
The Agony of Laffitte,217,Spoon,A Series of Sneaks,Alternative,0,11
C'mon Move,408,Studnitzky,KY-Organic,Jazz,0,11
Sieben,299,Studnitzky,KY-Organic,Jazz,0,11
Speedqueen,85,Suicide,The Second Album + The First Rehearsal Tapes,Pop,0,11
Desire,417,Talk Talk,Spirit of Eden,Pop,0,11
I Believe In You,370,Talk Talk,Spirit of Eden,Pop,0,11
Am I a Good Man,189,Them Two,Am I a Good Man / Love Has Taken Wings - Single,R&B/Soul,0,11
Liber (Acoustic),230,Vița de Vie,Acustic,Alternative,0,11
Control,235,Warhaus,Warhaus,Alternative,0,11
Fall In Love With Me,267,Warhaus,Warhaus,Alternative,0,11
Atlanta,241,The Wave Pictures,City Forgiveness,Alternative,0,11
Don't Fall,223,White Lies,Friends (Deluxe Version),Alternative,0,11
I Remember When I Loved Her,122,The Zombies,Begin Here,Rock,0,11
I Got My Mojo Working,215,The Zombies,Begin Here,Rock,0,11
A Pile of Broken Dreams,448,3TM,Lake,Jazz,0,11
Model Two,247,3TM,Lake,Jazz,0,11
Spessi,295,ADHD,ADHD 6,Jazz,0,10
Fyrir Rúna,198,ADHD,ADHD 6,Jazz,0,10
Clay Camilla,238,ADHD,Adhd 7,Contemporary Jazz,0,10
Stulli,286,ADHD,Adhd 7,Contemporary Jazz,0,10
Born Under A Bad Sign (Mono Mix),169,Albert King,Born Under A Bad Sign (Mono),Blues,0,10
Kansas City (Mono Mix),154,Albert King,Born Under A Bad Sign (Mono),Blues,0,10
Dor de tine,216,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,10
Farmece,267,Alexandru Andries,Vreme Rea,Singer/Songwriter,0,10
Busman's Holiday,208,Allah-Las,Allah-Las,Alternative,0,10
Tell Me (What's on Your Mind),212,Allah-Las,Allah-Las,Alternative,0,10
Seven Point Five,168,Allah-Las,Allah-Las,Alternative,0,10
Nothing to Hide,221,Allah-Las,Worship the Sun,Alternative,0,10
Never Any No Good,243,Allan Rayman,Harry Hard-On,Alternative,2,10
Might Get Strange,214,Allan Rayman,Harry Hard-On,Alternative,0,10
Last Year,366,alt-J,RELAXER,Alternative,0,10
See You,230,"Astronauts, etc.",Mind Out Wandering,Alternative,0,10
What Kind of Fool (feat. Barry Gibb),245,Barbra Streisand,Duets,Pop,0,10
One Less Bell To Answer/A House Is Not a Home,390,Barbra Streisand,Duets,Pop,0,10
"Make No Mistake, He's Mine (feat. Kim Carnes)",249,Barbra Streisand,Duets,Pop,0,10
I Finally Found Someone,222,Barbra Streisand,The Essential Barbra Streisand,Vocal,0,10
Purge,187,Bas,Milky Way,Hip-Hop/Rap,0,10
Spaceships + Rockets (feat. Moe Moks & mOma+Guy),211,Bas & LION BABE,Milky Way,Hip-Hop/Rap,0,10
Hey Jude,431,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,10
The Ballad of John and Yoko,181,The Beatles,The Beatles 1967-1970 (The Blue Album),Rock,0,10
"Two Concurrent States (Plainsong, Pt. 2)",216,Ben Salisbury,Devs (Original Series Soundtrack),Soundtrack,0,10
The One (Bonus Track),365,Betty Wright,Betty Wright: The Movie,R&B/Soul,2,10
Real Woman (feat. Snoop Dogg),335,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,10
"So Long, So Wrong",218,Betty Wright & The Roots,Betty Wright: The Movie,R&B/Soul,0,10
Tender Things,303,Bill Withers,Menagerie,Pop,0,10
Young Blood,244,Birdy,Birdy (Deluxe Version),Alternative,0,10
Tonight I'll Be Staying Here With You (Live),235,Bob Dylan,"The Bootleg Series, Vol. 5: Live 1975 - The Rolling Thunder Revue",Rock,0,10
Positively 4th Street,248,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,10
Not Dark Yet,388,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,10
Things Have Changed,308,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,10
Mississippi,321,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,10
Beyond Here Lies Nothin',231,Bob Dylan,The Essential Bob Dylan (Revised Edition),Rock,0,10
Still the Same,203,Bob Seger & The Silver Bullet Band,Greatest Hits,Rock,0,10
Blow Job,300,Bruce Haack,Haackula,Electronic,2,10
Nebraska,272,Bruce Springsteen,Nebraska,Rock,0,10
Half a Smidge,110,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,10
All the Pretty Horses,243,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,10
El Morro,284,Calexico,Selections from ROAD ATLAS 1998-2011,Alternative,0,10
Pacifier,240,Catfish and the Bottlemen,The Balcony,Alternative,0,10
Rango,180,Catfish and the Bottlemen,The Balcony,Alternative,0,10
Gravity Drops,271,The Chemical Brothers,No Geography,Electronic,0,10
Boys Don't Cry,161,The Cure,The Cure: Greatest Hits,Alternative,0,10
Let's Go to Bed,213,The Cure,The Cure: Greatest Hits,Alternative,0,10
Love Song,207,The Cure,The Cure: Greatest Hits,Alternative,0,10
Just Say Yes,210,The Cure,The Cure: Greatest Hits,Alternative,0,10
People Get Ready,200,Curtis Mayfield,Live In Concert 1990,Blues,0,10
Oh! You Pretty Things,192,David Bowie,Hunky Dory (Remastered),Rock,2,10
We Rolled Together,240,David Lynch,The Big Dream,Alternative,0,10
We All Die Young,241,The Decemberists,I'll Be Your Girl,Alternative,0,10
Isle of Islay,142,Donovan,The Essential Donovan,Rock,0,10
Sand and Foam (Live),162,Donovan,The Essential Donovan,Rock,0,10
Break On Through (To the Other Side),148,The Doors,The Very Best of The Doors,Rock,0,10
Waiting For the Sun,239,The Doors,The Very Best of The Doors,Rock,0,10
Wasted Time,296,Eagles,Hotel California,Rock,0,10
Victim of Love,250,Eagles,Hotel California,Rock,0,10
Ten Grand Goldie,321,Einstürzende Neubauten,Ten Grand Goldie - Single,Alternative,2,10
Just Another Rhumba,337,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,10
Treat Me Rough,179,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,10
Let's Kiss and Make Up,232,Ella Fitzgerald,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,Jazz,0,10
Gypsy,265,Fleetwood Mac,Greatest Hits,Rock,0,10
Dreams,254,Fleetwood Mac,Greatest Hits,Rock,0,10
I Want to Know What Love Is,301,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,10
Say You Will,256,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,10
I Don't Want to Live Without You,237,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,10
Until the End of Time,293,Foreigner,No End In Sight: The Very Best of Foreigner (Remastered),Rock,0,10
Living On My Own,217,Freddie Mercury,The Platinum Collection,Pop,0,10
Filma,199,Gabríel Ólafs,Absent Minded,New Age,0,10
Floral Hymn,226,Gabríel Ólafs,Absent Minded,New Age,0,10
Careless Whisper,300,George Michael,Ladies & Gentlemen: The Best of George Michael,Pop,0,10
Morning Thoughts,281,Gil Scott-Heron,Reflections,R&B/Soul,0,10
"Peer Gynt, Op. 23: No. 7. ""Great folk may be known by the mounts they ride""",18,Gothenburg Symphony Orchestra & Neeme Järvi,"Grieg: Peer Gynt, Sigurd Jorsalfar",Classical,0,10
